CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/194-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226700
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/194-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226700
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 194
CASTNO = 1
DATE = 19990912
TIME = 0957
LATITUDE = 75.8842
LONGITUDE = 15.3203
DEPTH = 368.4
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
  1.2606,   250.0,  1.2727, 34.8724,14.0
  1.2636,   252.0,  1.2758, 34.8724,16.0
  1.2539,   254.0,  1.2662, 34.8718,16.0
  1.1469,   256.0,  1.1591, 34.8630,16.0
  1.1349,   258.0,  1.1472, 34.8622,12.0
  1.1100,   260.0,  1.1223, 34.8611,16.0
  1.0402,   262.0,  1.0524, 34.8582,16.0
  0.9755,   264.0,  0.9877, 34.8563,12.0
  0.9744,   266.0,  0.9867, 34.8565,10.0
  0.9450,   268.0,  0.9573, 34.8544,14.0
  0.9252,   270.0,  0.9376, 34.8553,17.0
  0.9109,   272.0,  0.9233, 34.8584,17.0
  0.8517,   274.0,  0.8641, 34.8589,16.0
  0.8903,   276.0,  0.9029, 34.8649,13.0
  0.9106,   278.0,  0.9233, 34.8701,16.0
  0.9256,   280.0,  0.9384, 34.8733,16.0
  0.9316,   282.0,  0.9446, 34.8746,14.0
  0.9530,   284.0,  0.9661, 34.8790,16.0
  0.9443,   286.0,  0.9575, 34.8815,20.0
  0.8966,   288.0,  0.9098, 34.8881,15.0
  0.8765,   290.0,  0.8897, 34.8883,15.0
  0.7664,   292.0,  0.7795, 34.8820,23.0
  0.7296,   294.0,  0.7427, 34.8802,17.0
  0.7346,   296.0,  0.7478, 34.8938,19.0
  0.7322,   298.0,  0.7455, 34.9017,18.0
  0.6903,   300.0,  0.7036, 34.9018,26.0
  0.6597,   302.0,  0.6730, 34.8996,20.0
  0.6495,   304.0,  0.6629, 34.8999,14.0
  0.6205,   306.0,  0.6338, 34.8993,20.0
  0.5299,   308.0,  0.5431, 34.8970,14.0
  0.4854,   310.0,  0.4986, 34.8959,13.0
  0.4686,   312.0,  0.4818, 34.8965,19.0
  0.4543,   314.0,  0.4676, 34.8964,17.0
  0.4371,   316.0,  0.4505, 34.8969,17.0
  0.3823,   318.0,  0.3956, 34.8963,16.0
  0.2592,   320.0,  0.2723, 34.8965,14.0
  0.1991,   322.0,  0.2120, 34.8971,16.0
  0.1501,   324.0,  0.1630, 34.8978,16.0
  0.0955,   326.0,  0.1084, 34.8983,14.0
  0.0605,   328.0,  0.0734, 34.9059,14.0
  0.0570,   330.0,  0.0699, 34.9078,21.0
  0.0468,   332.0,  0.0598, 34.9099,13.0
  0.0439,   334.0,  0.0570, 34.9104,14.0
  0.0412,   336.0,  0.0543, 34.9109,15.0
  0.0334,   338.0,  0.0466, 34.9111,16.0
 -0.0317,   340.0, -0.0186, 34.9108,13.0
 -0.0500,   342.0, -0.0368, 34.9111,12.0
 -0.0622,   344.0, -0.0490, 34.9107,17.0
 -0.0670,   346.0, -0.0537, 34.9105,22.0
 -0.1112,   348.0, -0.0980, 34.9104,19.0
 -0.1094,   350.0, -0.0961, 34.9107,16.0
 -0.0943,   352.0, -0.0808, 34.9123,15.0
 -0.1065,   354.0, -0.0930, 34.9121,16.0
 -0.0497,   356.0, -0.0360, 34.9159,15.0
 -0.0716,   358.0, -0.0578, 34.9161,21.0
  0.0002,   360.0,  0.0143, 34.9212,21.0
 -0.0017,   362.0,  0.0124, 34.9217,21.0
 -0.0272,   364.0, -0.0130, 34.9207,18.0
 -0.0607,   366.0, -0.0466, 34.9188,16.0
 -0.1401,   368.0, -0.1261, 34.9161,14.0
 -0.1858,   370.0, -0.1719, 34.9145,22.0
 -0.1734,   372.0, -0.1593, 34.9147,22.0
END_DATA
