CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/219-2, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226717
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/219-2, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226717
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 219
CASTNO = 2
DATE = 19990915
TIME = 1606
LATITUDE = 78.9918
LONGITUDE = -0.271
DEPTH = 2444.3
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
  2.3635,   262.0,  2.3787, 34.9767,16.0
  2.3623,   264.0,  2.3776, 34.9765,13.0
  2.3610,   266.0,  2.3764, 34.9767,13.0
  2.3602,   268.0,  2.3757, 34.9765,13.0
  2.3544,   270.0,  2.3700, 34.9761,14.0
  2.3428,   272.0,  2.3585, 34.9753,14.0
  2.3412,   274.0,  2.3571, 34.9759,15.0
  2.3353,   276.0,  2.3513, 34.9758,15.0
  2.3319,   278.0,  2.3480, 34.9762,12.0
  2.3318,   280.0,  2.3480, 34.9780,15.0
  2.3310,   282.0,  2.3473, 34.9788,13.0
  2.3287,   284.0,  2.3451, 34.9792,22.0
  2.3218,   286.0,  2.3383, 34.9792,17.0
  2.3133,   288.0,  2.3300, 34.9799,17.0
  2.3086,   290.0,  2.3254, 34.9799,17.0
  2.3041,   292.0,  2.3210, 34.9802,16.0
  2.3015,   294.0,  2.3185, 34.9807,21.0
  2.2976,   296.0,  2.3147, 34.9809,18.0
  2.2956,   298.0,  2.3128, 34.9809,19.0
  2.2781,   300.0,  2.2953, 34.9814,15.0
  2.2756,   302.0,  2.2929, 34.9813,15.0
  2.2678,   304.0,  2.2852, 34.9819,15.0
  2.2566,   306.0,  2.2741, 34.9814,18.0
  2.2577,   308.0,  2.2753, 34.9834,16.0
  2.2634,   310.0,  2.2812, 34.9848,13.0
  2.2644,   312.0,  2.2823, 34.9862,17.0
  2.2570,   314.0,  2.2750, 34.9863,15.0
  2.2386,   316.0,  2.2567, 34.9857,15.0
  2.2355,   318.0,  2.2537, 34.9853,13.0
  2.2314,   320.0,  2.2497, 34.9855,16.0
  2.2287,   322.0,  2.2471, 34.9854,16.0
  2.2262,   324.0,  2.2447, 34.9850,16.0
  2.2128,   326.0,  2.2314, 34.9845,16.0
  2.1803,   328.0,  2.1990, 34.9824,13.0
  2.1588,   330.0,  2.1775, 34.9809,13.0
  2.1554,   332.0,  2.1742, 34.9808,17.0
  2.1429,   334.0,  2.1618, 34.9802,13.0
  2.1301,   336.0,  2.1491, 34.9796,14.0
  2.1119,   338.0,  2.1310, 34.9789,15.0
  2.0998,   340.0,  2.1190, 34.9783,14.0
  2.0929,   342.0,  2.1122, 34.9783,18.0
  2.0927,   344.0,  2.1121, 34.9781,18.0
  2.0861,   346.0,  2.1056, 34.9776,16.0
  2.0608,   348.0,  2.0803, 34.9752,13.0
  2.0455,   350.0,  2.0651, 34.9749,17.0
  2.0296,   352.0,  2.0493, 34.9734,19.0
  2.0028,   354.0,  2.0225, 34.9714,17.0
  1.9964,   356.0,  2.0162, 34.9712,16.0
  1.9934,   358.0,  2.0133, 34.9713,16.0
  1.9847,   360.0,  2.0047, 34.9706,14.0
  1.9818,   362.0,  2.0019, 34.9705,16.0
  1.9808,   364.0,  2.0011, 34.9705,13.0
  1.9738,   366.0,  1.9942, 34.9698,13.0
  1.9705,   368.0,  1.9910, 34.9698,14.0
  1.9741,   370.0,  1.9947, 34.9700,14.0
  1.9664,   372.0,  1.9871, 34.9691,14.0
  1.9637,   374.0,  1.9845, 34.9696,15.0
  1.9531,   376.0,  1.9740, 34.9684,18.0
  1.9243,   378.0,  1.9452, 34.9655,13.0
  1.8926,   380.0,  1.9135, 34.9627,17.0
  1.8061,   382.0,  1.8268, 34.9547,16.0
  1.7483,   384.0,  1.7690, 34.9505,16.0
  1.7175,   386.0,  1.7382, 34.9489,15.0
  1.7001,   388.0,  1.7208, 34.9481,18.0
  1.6925,   390.0,  1.7133, 34.9478,16.0
  1.6793,   392.0,  1.7002, 34.9467,23.0
  1.6485,   394.0,  1.6694, 34.9446,22.0
  1.6438,   396.0,  1.6648, 34.9450,18.0
  1.6437,   398.0,  1.6648, 34.9455,14.0
  1.6394,   400.0,  1.6606, 34.9457,21.0
  1.6414,   402.0,  1.6628, 34.9466,16.0
  1.6356,   404.0,  1.6571, 34.9461,16.0
  1.6211,   406.0,  1.6426, 34.9449,18.0
  1.6234,   408.0,  1.6450, 34.9451,18.0
  1.6223,   410.0,  1.6441, 34.9454,16.0
  1.5998,   412.0,  1.6216, 34.9434,14.0
  1.5983,   414.0,  1.6202, 34.9433,12.0
  1.5918,   416.0,  1.6138, 34.9427,13.0
  1.5879,   418.0,  1.6100, 34.9424,11.0
  1.5875,   420.0,  1.6097, 34.9427,15.0
  1.5791,   422.0,  1.6014, 34.9420,15.0
  1.5709,   424.0,  1.5933, 34.9416,15.0
  1.5614,   426.0,  1.5839, 34.9412,16.0
  1.5276,   428.0,  1.5501, 34.9382,14.0
  1.5087,   430.0,  1.5312, 34.9376,16.0
  1.5008,   432.0,  1.5234, 34.9370,22.0
  1.4926,   434.0,  1.5153, 34.9363,16.0
  1.4752,   436.0,  1.4979, 34.9355,15.0
  1.4601,   438.0,  1.4829, 34.9353,17.0
  1.4398,   440.0,  1.4625, 34.9338,18.0
  1.4103,   442.0,  1.4330, 34.9314,16.0
  1.3779,   444.0,  1.4006, 34.9301,14.0
  1.3683,   446.0,  1.3911, 34.9291,16.0
  1.3483,   448.0,  1.3712, 34.9274,17.0
  1.3379,   450.0,  1.3608, 34.9269,14.0
  1.3316,   452.0,  1.3546, 34.9269,16.0
  1.2795,   454.0,  1.3025, 34.9229,14.0
  1.2707,   456.0,  1.2937, 34.9225,15.0
  1.2659,   458.0,  1.2890, 34.9223,15.0
  1.2560,   460.0,  1.2792, 34.9219,14.0
  1.2411,   462.0,  1.2644, 34.9220,14.0
  1.2404,   464.0,  1.2638, 34.9228,15.0
  1.2398,   466.0,  1.2633, 34.9225,11.0
  1.2396,   468.0,  1.2632, 34.9227,14.0
  1.2399,   470.0,  1.2636, 34.9228,15.0
  1.2369,   472.0,  1.2607, 34.9227,14.0
  1.2352,   474.0,  1.2591, 34.9223,15.0
  1.2308,   476.0,  1.2548, 34.9220,15.0
  1.2243,   478.0,  1.2484, 34.9216,16.0
  1.2054,   480.0,  1.2295, 34.9201,16.0
  1.1933,   482.0,  1.2175, 34.9198,18.0
  1.1845,   484.0,  1.2087, 34.9191,19.0
  1.1685,   486.0,  1.1928, 34.9196,15.0
  1.1660,   488.0,  1.1904, 34.9194,16.0
  1.1635,   490.0,  1.1880, 34.9192,17.0
  1.1625,   492.0,  1.1871, 34.9197,15.0
  1.1505,   494.0,  1.1752, 34.9188,15.0
  1.1295,   496.0,  1.1542, 34.9178,17.0
  1.1230,   498.0,  1.1478, 34.9174,15.0
  1.1190,   500.0,  1.1439, 34.9171,11.0
  1.1007,   502.0,  1.1256, 34.9160,14.0
  1.0894,   504.0,  1.1144, 34.9158,17.0
  1.0712,   506.0,  1.0962, 34.9149,12.0
  1.0629,   508.0,  1.0880, 34.9143,12.0
  1.0461,   510.0,  1.0712, 34.9132,12.0
  1.0260,   512.0,  1.0510, 34.9119,15.0
  1.0028,   514.0,  1.0279, 34.9100,11.0
  0.9907,   516.0,  1.0158, 34.9105,13.0
  0.9846,   518.0,  1.0098, 34.9103,12.0
  0.9834,   520.0,  1.0087, 34.9105,18.0
  0.9828,   522.0,  1.0082, 34.9109,15.0
  0.9776,   524.0,  1.0031, 34.9107,14.0
  0.9740,   526.0,  0.9996, 34.9108,16.0
  0.9633,   528.0,  0.9889, 34.9102,17.0
  0.9563,   530.0,  0.9820, 34.9101,17.0
  0.9254,   532.0,  0.9511, 34.9080,19.0
  0.9144,   534.0,  0.9402, 34.9077,19.0
  0.9140,   536.0,  0.9399, 34.9081,21.0
  0.9073,   538.0,  0.9332, 34.9076,19.0
  0.8863,   540.0,  0.9123, 34.9060,16.0
  0.8714,   542.0,  0.8974, 34.9052,13.0
  0.8431,   544.0,  0.8691, 34.9035,20.0
  0.8292,   546.0,  0.8552, 34.9027,19.0
  0.8116,   548.0,  0.8377, 34.9013,13.0
  0.7974,   550.0,  0.8235, 34.9010,12.0
  0.7962,   552.0,  0.8224, 34.9006,17.0
  0.7875,   554.0,  0.8138, 34.9001,16.0
  0.7762,   556.0,  0.8025, 34.8997,14.0
  0.7609,   558.0,  0.7873, 34.8990,15.0
  0.7537,   560.0,  0.7801, 34.8986,16.0
  0.7501,   562.0,  0.7766, 34.8984,14.0
  0.7345,   564.0,  0.7611, 34.8969,15.0
  0.7280,   566.0,  0.7546, 34.8968,13.0
  0.7216,   568.0,  0.7483, 34.8965,15.0
  0.7129,   570.0,  0.7397, 34.8961,17.0
  0.7131,   572.0,  0.7400, 34.8959,15.0
  0.7092,   574.0,  0.7362, 34.8960,12.0
  0.7008,   576.0,  0.7278, 34.8954,14.0
  0.6986,   578.0,  0.7257, 34.8951,16.0
  0.6975,   580.0,  0.7247, 34.8955,12.0
  0.6967,   582.0,  0.7240, 34.8954,14.0
  0.6964,   584.0,  0.7238, 34.8957,13.0
  0.6914,   586.0,  0.7189, 34.8956,12.0
  0.6918,   588.0,  0.7194, 34.8963,17.0
  0.7021,   590.0,  0.7299, 34.8986,13.0
  0.7235,   592.0,  0.7515, 34.9018,17.0
  0.7367,   594.0,  0.7648, 34.9033,18.0
  0.7054,   596.0,  0.7335, 34.9015,19.0
  0.6133,   598.0,  0.6410, 34.8958,13.0
  0.5946,   600.0,  0.6223, 34.8944,15.0
  0.5796,   602.0,  0.6073, 34.8932,14.0
  0.5592,   604.0,  0.5869, 34.8918,14.0
  0.5399,   606.0,  0.5676, 34.8908,13.0
  0.5364,   608.0,  0.5642, 34.8906,13.0
  0.5346,   610.0,  0.5625, 34.8911,15.0
  0.5241,   612.0,  0.5521, 34.8910,17.0
  0.5173,   614.0,  0.5453, 34.8907,13.0
  0.5158,   616.0,  0.5439, 34.8907,13.0
  0.5155,   618.0,  0.5437, 34.8909,14.0
  0.5147,   620.0,  0.5430, 34.8908,17.0
  0.5138,   622.0,  0.5422, 34.8911,16.0
  0.5139,   624.0,  0.5424, 34.8911,17.0
  0.5139,   626.0,  0.5425, 34.8911,15.0
  0.5141,   628.0,  0.5428, 34.8908,21.0
  0.5133,   630.0,  0.5421, 34.8910,17.0
  0.5037,   632.0,  0.5326, 34.8908,16.0
  0.4996,   634.0,  0.5286, 34.8914,17.0
  0.4998,   636.0,  0.5289, 34.8915,20.0
  0.5000,   638.0,  0.5292, 34.8920,19.0
  0.5029,   640.0,  0.5322, 34.8930,17.0
  0.5021,   642.0,  0.5315, 34.8930,17.0
  0.5017,   644.0,  0.5312, 34.8935,19.0
  0.4953,   646.0,  0.5249, 34.8931,15.0
  0.4870,   648.0,  0.5166, 34.8926,17.0
  0.4881,   650.0,  0.5178, 34.8932,16.0
  0.4892,   652.0,  0.5190, 34.8948,12.0
  0.4898,   654.0,  0.5198, 34.8948,17.0
  0.4902,   656.0,  0.5203, 34.8955,12.0
  0.4820,   658.0,  0.5121, 34.8954,13.0
  0.4645,   660.0,  0.4946, 34.8945,15.0
  0.4394,   662.0,  0.4695, 34.8931,12.0
  0.4185,   664.0,  0.4486, 34.8923,11.0
  0.3792,   666.0,  0.4092, 34.8899,12.0
  0.3663,   668.0,  0.3963, 34.8903,15.0
  0.3611,   670.0,  0.3912, 34.8899,16.0
  0.3463,   672.0,  0.3764, 34.8890,11.0
  0.3075,   674.0,  0.3375, 34.8869,14.0
  0.2936,   676.0,  0.3236, 34.8865,16.0
  0.2927,   678.0,  0.3228, 34.8865,15.0
  0.2933,   680.0,  0.3235, 34.8873,17.0
  0.2938,   682.0,  0.3241, 34.8880,16.0
  0.2924,   684.0,  0.3228, 34.8883,16.0
  0.2910,   686.0,  0.3215, 34.8884,15.0
  0.2899,   688.0,  0.3205, 34.8882,20.0
  0.2842,   690.0,  0.3149, 34.8886,20.0
  0.2746,   692.0,  0.3054, 34.8886,15.0
  0.2726,   694.0,  0.3034, 34.8887,14.0
  0.2722,   696.0,  0.3031, 34.8890,17.0
  0.2698,   698.0,  0.3008, 34.8888,17.0
  0.2655,   700.0,  0.2966, 34.8889,12.0
  0.2585,   702.0,  0.2897, 34.8889,13.0
  0.2500,   704.0,  0.2812, 34.8884,17.0
  0.2450,   706.0,  0.2763, 34.8887,15.0
  0.2434,   708.0,  0.2748, 34.8885,12.0
  0.2381,   710.0,  0.2696, 34.8880,15.0
  0.2291,   712.0,  0.2606, 34.8881,16.0
  0.2211,   714.0,  0.2527, 34.8877,15.0
  0.2127,   716.0,  0.2443, 34.8871,16.0
  0.2072,   718.0,  0.2388, 34.8873,14.0
  0.1901,   720.0,  0.2217, 34.8868,17.0
  0.1775,   722.0,  0.2091, 34.8858,14.0
  0.1704,   724.0,  0.2021, 34.8856,12.0
  0.1607,   726.0,  0.1924, 34.8860,14.0
  0.1627,   728.0,  0.1945, 34.8862,22.0
  0.1596,   730.0,  0.1915, 34.8860,15.0
  0.1529,   732.0,  0.1849, 34.8861,13.0
  0.1439,   734.0,  0.1759, 34.8858,18.0
  0.1363,   736.0,  0.1684, 34.8858,19.0
  0.1213,   738.0,  0.1534, 34.8854,14.0
  0.1068,   740.0,  0.1389, 34.8844,15.0
  0.1000,   742.0,  0.1322, 34.8846,19.0
  0.0966,   744.0,  0.1289, 34.8846,13.0
  0.0901,   746.0,  0.1224, 34.8846,14.0
  0.0839,   748.0,  0.1163, 34.8849,17.0
  0.0779,   750.0,  0.1103, 34.8850,13.0
  0.0768,   752.0,  0.1093, 34.8851,14.0
  0.0762,   754.0,  0.1088, 34.8851,13.0
  0.0719,   756.0,  0.1046, 34.8848,12.0
  0.0654,   758.0,  0.0982, 34.8851,13.0
  0.0624,   760.0,  0.0953, 34.8848,13.0
  0.0594,   762.0,  0.0923, 34.8853,16.0
  0.0547,   764.0,  0.0877, 34.8853,14.0
  0.0538,   766.0,  0.0869, 34.8851,14.0
  0.0531,   768.0,  0.0863, 34.8849,17.0
  0.0517,   770.0,  0.0850, 34.8853,15.0
  0.0466,   772.0,  0.0800, 34.8858,15.0
  0.0456,   774.0,  0.0791, 34.8859,18.0
  0.0435,   776.0,  0.0771, 34.8858,18.0
  0.0386,   778.0,  0.0722, 34.8854,17.0
  0.0327,   780.0,  0.0664, 34.8865,19.0
  0.0315,   782.0,  0.0653, 34.8862,14.0
  0.0309,   784.0,  0.0648, 34.8865,11.0
  0.0297,   786.0,  0.0637, 34.8862,21.0
  0.0294,   788.0,  0.0635, 34.8867,17.0
  0.0282,   790.0,  0.0624, 34.8864,18.0
  0.0273,   792.0,  0.0616, 34.8867,17.0
  0.0264,   794.0,  0.0608, 34.8865,17.0
  0.0227,   796.0,  0.0571, 34.8863,15.0
  0.0205,   798.0,  0.0550, 34.8862,15.0
  0.0195,   800.0,  0.0541, 34.8861,17.0
  0.0182,   802.0,  0.0529, 34.8862,13.0
  0.0156,   804.0,  0.0504, 34.8863,11.0
  0.0137,   806.0,  0.0486, 34.8865,14.0
  0.0124,   808.0,  0.0474, 34.8863,13.0
  0.0109,   810.0,  0.0460, 34.8864,11.0
  0.0088,   812.0,  0.0440, 34.8866,14.0
  0.0026,   814.0,  0.0378, 34.8866,16.0
 -0.0036,   816.0,  0.0317, 34.8868,15.0
 -0.0077,   818.0,  0.0277, 34.8872,12.0
 -0.0086,   820.0,  0.0268, 34.8870,19.0
 -0.0093,   822.0,  0.0262, 34.8871,16.0
 -0.0099,   824.0,  0.0257, 34.8875,13.0
 -0.0102,   826.0,  0.0255, 34.8873,18.0
 -0.0101,   828.0,  0.0257, 34.8875,18.0
 -0.0106,   830.0,  0.0253, 34.8877,16.0
 -0.0120,   832.0,  0.0240, 34.8875,15.0
 -0.0148,   834.0,  0.0213, 34.8874,15.0
 -0.0190,   836.0,  0.0172, 34.8877,14.0
 -0.0239,   838.0,  0.0124, 34.8875,14.0
 -0.0338,   840.0,  0.0025, 34.8874,9.0
 -0.0380,   842.0, -0.0016, 34.8877,12.0
 -0.0440,   844.0, -0.0076, 34.8879,14.0
 -0.0440,   846.0, -0.0075, 34.8879,14.0
 -0.0461,   848.0, -0.0095, 34.8880,16.0
 -0.0507,   850.0, -0.0140, 34.8883,13.0
 -0.0540,   852.0, -0.0172, 34.8880,15.0
 -0.0610,   854.0, -0.0242, 34.8889,17.0
 -0.0637,   856.0, -0.0268, 34.8888,15.0
 -0.0662,   858.0, -0.0292, 34.8888,12.0
 -0.0680,   860.0, -0.0309, 34.8886,15.0
 -0.0731,   862.0, -0.0359, 34.8895,14.0
 -0.0827,   864.0, -0.0455, 34.8895,14.0
 -0.0845,   866.0, -0.0472, 34.8901,20.0
 -0.0864,   868.0, -0.0490, 34.8901,17.0
 -0.0860,   870.0, -0.0485, 34.8902,13.0
 -0.0895,   872.0, -0.0519, 34.8900,14.0
 -0.0932,   874.0, -0.0556, 34.8904,23.0
 -0.0933,   876.0, -0.0556, 34.8906,17.0
 -0.0936,   878.0, -0.0558, 34.8905,14.0
 -0.0956,   880.0, -0.0577, 34.8904,17.0
 -0.1007,   882.0, -0.0627, 34.8911,18.0
 -0.1067,   884.0, -0.0686, 34.8913,12.0
 -0.1159,   886.0, -0.0778, 34.8914,15.0
 -0.1214,   888.0, -0.0832, 34.8918,15.0
